step,loss,lr
258,8.209362030029297,6.45e-06
259,8.194316864013672,6.475000000000001e-06
260,8.179353713989258,6.5000000000000004e-06
261,8.134419441223145,6.525e-06
262,8.190496444702148,6.55e-06
263,8.17868423461914,6.575e-06
264,8.175394058227539,6.6e-06
265,8.136711120605469,6.625000000000001e-06
266,8.126426696777344,6.650000000000001e-06
267,8.190027236938477,6.6750000000000005e-06
268,8.150151252746582,6.7e-06
269,8.102426528930664,6.725e-06
270,8.140256881713867,6.75e-06
271,8.088756561279297,6.775e-06
272,8.025452613830566,6.8e-06
273,8.057069778442383,6.825000000000001e-06
274,8.08032512664795,6.8500000000000005e-06
275,8.034506797790527,6.875e-06
276,8.064750671386719,6.900000000000001e-06
277,8.042943954467773,6.925000000000001e-06
278,8.047796249389648,6.95e-06
279,8.064311981201172,6.975e-06
280,8.05869197845459,7e-06
281,8.025230407714844,7.025e-06
282,8.002958297729492,7.050000000000001e-06
283,8.09628677368164,7.075000000000001e-06
284,7.957073211669922,7.100000000000001e-06
285,8.019233703613281,7.125e-06
286,7.947330951690674,7.15e-06
287,8.009782791137695,7.175e-06
288,7.95414924621582,7.2000000000000005e-06
289,7.938182830810547,7.225e-06
290,7.978090763092041,7.25e-06
291,7.99877405166626,7.275e-06
292,7.953839302062988,7.3e-06
293,7.9008965492248535,7.325000000000001e-06
294,7.8834075927734375,7.350000000000001e-06
295,7.928672790527344,7.3750000000000005e-06
296,7.836198806762695,7.4e-06
297,7.8752946853637695,7.425e-06
298,7.93018913269043,7.45e-06
299,7.8777642250061035,7.4750000000000004e-06
300,7.868701934814453,7.5e-06
301,7.836116790771484,7.525000000000001e-06
302,7.88742733001709,7.5500000000000006e-06
303,7.808096408843994,7.575e-06
304,7.85170841217041,7.6e-06
305,7.87602424621582,7.625000000000001e-06
306,7.840780258178711,7.650000000000001e-06
307,7.850860118865967,7.675e-06
308,7.833169460296631,7.7e-06
309,7.799884796142578,7.725e-06
310,7.814833164215088,7.75e-06
311,7.789330959320068,7.775000000000001e-06
312,7.739975452423096,7.8e-06
313,7.786335468292236,7.825e-06
314,7.787776947021484,7.850000000000001e-06
315,7.744234085083008,7.875e-06
316,7.708434104919434,7.9e-06
317,7.730147361755371,7.925e-06
318,7.796211242675781,7.95e-06
319,7.711762428283691,7.975e-06
320,7.742724895477295,8e-06
321,7.738592147827148,8.025e-06
322,7.725475311279297,8.05e-06
323,7.658116340637207,8.075e-06
324,7.674954414367676,8.1e-06
325,7.695658206939697,8.125000000000001e-06
326,7.684889316558838,8.150000000000002e-06
327,7.645994186401367,8.175e-06
328,7.6942644119262695,8.200000000000001e-06
329,7.67242431640625,8.225e-06
330,7.6656341552734375,8.25e-06
331,7.593147277832031,8.275000000000001e-06
332,7.640161514282227,8.3e-06
333,7.606635093688965,8.325e-06
334,7.662173271179199,8.35e-06
335,7.616240978240967,8.375e-06
336,7.56364631652832,8.400000000000001e-06
337,7.600698471069336,8.425e-06
338,7.591208457946777,8.45e-06
339,7.560822486877441,8.475e-06
340,7.489795684814453,8.5e-06
341,7.563323974609375,8.524999999999999e-06
342,7.538847923278809,8.550000000000001e-06
343,7.550899982452393,8.575000000000002e-06
344,7.490870475769043,8.6e-06
345,7.5292134284973145,8.625000000000001e-06
346,7.578436851501465,8.65e-06
347,7.498663902282715,8.675e-06
348,7.509731292724609,8.700000000000001e-06
349,7.503144264221191,8.725e-06
350,7.521694660186768,8.750000000000001e-06
351,7.546151161193848,8.775e-06
352,7.5476789474487305,8.8e-06
353,7.526994705200195,8.825000000000001e-06
354,7.5498504638671875,8.85e-06
355,7.422451019287109,8.875e-06
356,7.536252975463867,8.9e-06
357,7.526816368103027,8.925e-06
358,7.432928085327148,8.949999999999999e-06
359,7.395356178283691,8.975e-06
360,7.439909934997559,9e-06
361,7.4199018478393555,9.025e-06
362,7.423643112182617,9.050000000000001e-06
363,7.422982215881348,9.075e-06
364,7.4752936363220215,9.100000000000001e-06
365,7.452658176422119,9.125000000000002e-06
366,7.33207368850708,9.15e-06
367,7.337244033813477,9.175000000000001e-06
368,7.349009037017822,9.2e-06
369,7.396682262420654,9.225e-06
370,7.370283126831055,9.250000000000001e-06
371,7.359221458435059,9.275e-06
372,7.3379225730896,9.3e-06
373,7.298628807067871,9.325e-06
374,7.268848896026611,9.35e-06
375,7.335541725158691,9.375e-06
376,7.269839763641357,9.4e-06
377,7.298675537109375,9.425e-06
378,7.291528224945068,9.45e-06
379,7.3655686378479,9.475000000000002e-06
380,7.329957008361816,9.5e-06
381,7.241672515869141,9.525000000000001e-06
382,7.248241424560547,9.550000000000002e-06
383,7.239426136016846,9.575e-06
384,7.268158912658691,9.600000000000001e-06
385,7.295729637145996,9.625e-06
386,7.241008758544922,9.65e-06
387,7.3529863357543945,9.675000000000001e-06
388,7.16340446472168,9.7e-06
389,7.226010322570801,9.725000000000001e-06
390,7.181462287902832,9.75e-06
391,7.239636421203613,9.775e-06
392,7.196437358856201,9.8e-06
393,7.288352012634277,9.825e-06
394,7.171675205230713,9.85e-06
395,7.1692304611206055,9.875e-06
396,7.207213401794434,9.9e-06
397,7.156964302062988,9.924999999999999e-06
398,7.200064659118652,9.950000000000001e-06
399,7.141017913818359,9.975000000000002e-06
400,7.14207649230957,1e-05
401,7.098335266113281,1.0025000000000001e-05
402,7.296186447143555,1.005e-05
403,7.12692928314209,1.0075000000000001e-05
404,7.1283979415893555,1.0100000000000002e-05
405,7.126155853271484,1.0125e-05
406,7.057236194610596,1.0150000000000001e-05
407,7.129094123840332,1.0175e-05
408,7.06522274017334,1.02e-05
409,7.1587324142456055,1.0225e-05
410,7.150256156921387,1.025e-05
411,7.108362197875977,1.0275e-05
412,7.077139854431152,1.03e-05
413,7.060600757598877,1.0325e-05
414,7.0440354347229,1.035e-05
415,7.005167484283447,1.0375e-05
416,7.072525978088379,1.0400000000000002e-05
417,6.979723930358887,1.0425000000000001e-05
418,7.056053161621094,1.0450000000000002e-05
419,7.006237983703613,1.0475e-05
420,6.958835601806641,1.0500000000000001e-05
421,7.008172988891602,1.0525000000000002e-05
422,6.9815826416015625,1.055e-05
423,7.024320602416992,1.0575000000000001e-05
424,7.021491050720215,1.06e-05
425,6.980673789978027,1.0625e-05
426,6.990384101867676,1.065e-05
427,6.954561233520508,1.0675e-05
428,6.9479169845581055,1.0700000000000001e-05
429,6.909119129180908,1.0725e-05
430,6.955732822418213,1.075e-05
431,6.9119672775268555,1.0775e-05
432,6.997720241546631,1.08e-05
433,6.963756561279297,1.0825e-05
434,6.925882339477539,1.085e-05
435,6.956292152404785,1.0875000000000002e-05
436,6.884827613830566,1.09e-05
437,7.001561164855957,1.0925000000000001e-05
438,6.866981029510498,1.095e-05
439,6.844949245452881,1.0975e-05
440,6.909056663513184,1.1000000000000001e-05
441,6.879453659057617,1.1025e-05
442,6.830121994018555,1.1050000000000001e-05
443,6.874711990356445,1.1075e-05
444,6.819528579711914,1.11e-05
445,6.749484062194824,1.1125000000000001e-05
446,6.844771385192871,1.115e-05
447,6.8781585693359375,1.1175e-05
448,6.77877140045166,1.12e-05
449,6.812944412231445,1.1225e-05
450,6.749944686889648,1.125e-05
451,6.718714714050293,1.1275e-05
452,6.778058052062988,1.13e-05
453,6.876469135284424,1.1325e-05
454,6.8164849281311035,1.1350000000000001e-05
455,6.771921157836914,1.1375e-05
456,6.807729244232178,1.1400000000000001e-05
457,6.823733329772949,1.1425000000000002e-05
458,6.7909255027771,1.145e-05
459,6.7132463455200195,1.1475000000000001e-05
460,6.670526504516602,1.15e-05
461,6.770689964294434,1.1525e-05
462,6.72806453704834,1.1550000000000001e-05
463,6.723897933959961,1.1575e-05
464,6.756604194641113,1.16e-05
465,6.825198173522949,1.1625e-05
466,6.694549560546875,1.165e-05
467,6.80607795715332,1.1675000000000001e-05
468,6.7235870361328125,1.17e-05
469,6.700334548950195,1.1725e-05
470,6.636931419372559,1.175e-05
471,6.645853042602539,1.1775e-05
472,6.701075553894043,1.18e-05
473,6.671172142028809,1.1825000000000001e-05
474,6.613882064819336,1.1850000000000002e-05
475,6.635199546813965,1.1875e-05
476,6.692951202392578,1.1900000000000001e-05
477,6.6673665046691895,1.1925e-05
478,6.680112838745117,1.195e-05
479,6.5835418701171875,1.1975000000000001e-05
480,6.562896251678467,1.2e-05
481,6.510495185852051,1.2025000000000001e-05
482,6.68873405456543,1.205e-05
483,6.579925060272217,1.2075e-05
484,6.5391340255737305,1.2100000000000001e-05
485,6.749508857727051,1.2125e-05
486,6.492994785308838,1.215e-05
487,6.59498929977417,1.2175e-05
488,6.45271110534668,1.22e-05
489,6.565007209777832,1.2224999999999999e-05
490,6.564952850341797,1.2250000000000001e-05
491,6.516345977783203,1.2275000000000002e-05
492,6.4462690353393555,1.23e-05
493,6.51461124420166,1.2325000000000001e-05
494,6.543997287750244,1.235e-05
495,6.515758037567139,1.2375000000000001e-05
496,6.591152667999268,1.2400000000000002e-05
497,6.439380645751953,1.2425e-05
498,6.560003280639648,1.2450000000000001e-05
499,6.513993263244629,1.2475e-05
500,6.36579704284668,1.25e-05
501,6.514533996582031,1.2525000000000001e-05
502,6.474849224090576,1.255e-05
503,6.458072662353516,1.2575e-05
504,6.503612995147705,1.26e-05
505,6.42852258682251,1.2625e-05
506,6.50981330871582,1.265e-05
507,6.416266441345215,1.2675e-05
508,6.511409759521484,1.27e-05
509,6.419535160064697,1.2725000000000001e-05
510,6.445370197296143,1.2750000000000002e-05
511,6.5541253089904785,1.2775e-05
512,6.455510139465332,1.2800000000000001e-05
513,6.3914031982421875,1.2825000000000002e-05
514,6.398717880249023,1.285e-05
515,6.506122589111328,1.2875000000000001e-05
516,6.39761209487915,1.29e-05
517,6.38574743270874,1.2925e-05
518,6.361639976501465,1.2950000000000001e-05
519,6.347758769989014,1.2975e-05
520,6.366428852081299,1.3000000000000001e-05
521,6.452012062072754,1.3025e-05
522,6.378990173339844,1.305e-05
523,6.328753471374512,1.3075e-05
524,6.4451189041137695,1.31e-05
525,6.363940238952637,1.3125e-05
526,6.309996604919434,1.315e-05
527,6.295233726501465,1.3175000000000002e-05
528,6.4654035568237305,1.32e-05
529,6.33072566986084,1.3225000000000001e-05
530,6.349606513977051,1.3250000000000002e-05
531,6.2149810791015625,1.3275e-05
532,6.309486389160156,1.3300000000000001e-05
533,6.3358049392700195,1.3325e-05
534,6.423182487487793,1.3350000000000001e-05
535,6.272422790527344,1.3375000000000002e-05
536,6.215476036071777,1.34e-05
537,6.247321128845215,1.3425000000000001e-05
538,6.197678565979004,1.345e-05
539,6.325947284698486,1.3475e-05
540,6.249427795410156,1.35e-05
541,6.171986103057861,1.3525e-05
542,6.261632919311523,1.355e-05
543,6.115596771240234,1.3575e-05
544,6.172859191894531,1.36e-05
545,6.208110332489014,1.3624999999999999e-05
546,6.259532928466797,1.3650000000000001e-05
547,6.28313684463501,1.3675000000000002e-05
548,6.1978912353515625,1.3700000000000001e-05
549,6.226792335510254,1.3725000000000002e-05
550,6.304732322692871,1.375e-05
551,6.205223083496094,1.3775000000000001e-05
552,6.177611351013184,1.3800000000000002e-05
553,6.168006420135498,1.3825e-05
554,6.269585609436035,1.3850000000000001e-05
555,6.225984573364258,1.3875e-05
556,6.225035667419434,1.39e-05
557,6.1303629875183105,1.3925e-05
558,6.085583686828613,1.395e-05
559,6.195255279541016,1.3975000000000001e-05
560,6.107388973236084,1.4e-05
561,6.209403991699219,1.4025e-05
562,6.116972923278809,1.405e-05
563,6.0631256103515625,1.4075e-05
564,6.144644737243652,1.4100000000000002e-05
565,6.14481782913208,1.4125000000000001e-05
566,6.07573938369751,1.4150000000000002e-05
567,6.139244079589844,1.4175e-05
568,6.16586446762085,1.4200000000000001e-05
569,6.0711212158203125,1.4225000000000002e-05
570,6.163862705230713,1.425e-05
571,6.086408615112305,1.4275000000000001e-05
572,6.110192775726318,1.43e-05
573,6.001714706420898,1.4325000000000001e-05
574,6.040062427520752,1.435e-05
575,6.036600112915039,1.4375e-05
576,6.113649368286133,1.4400000000000001e-05
577,6.054256439208984,1.4425e-05
578,6.02860689163208,1.445e-05
579,6.024450302124023,1.4475e-05
580,6.098247051239014,1.45e-05
581,6.110045909881592,1.4525e-05
582,6.018131256103516,1.455e-05
583,5.967765808105469,1.4575000000000002e-05
584,6.094442367553711,1.46e-05
585,5.9967041015625,1.4625000000000001e-05
586,6.171975612640381,1.4650000000000002e-05
587,6.1280107498168945,1.4675000000000001e-05
588,6.026703834533691,1.4700000000000002e-05
589,5.95920467376709,1.4725e-05
590,5.934146881103516,1.4750000000000001e-05
591,6.019604682922363,1.4775e-05
592,5.987433433532715,1.48e-05
593,5.969607353210449,1.4825000000000001e-05
594,6.0822553634643555,1.485e-05
595,5.984677791595459,1.4875e-05
596,5.995992660522461,1.49e-05
597,6.028892517089844,1.4925e-05
598,6.012885093688965,1.4950000000000001e-05
599,5.904046535491943,1.4975e-05
600,5.906085014343262,1.5e-05
601,5.929990768432617,1.5025000000000001e-05
602,6.107917785644531,1.5050000000000002e-05
603,6.047265529632568,1.5075e-05
604,5.977879524230957,1.5100000000000001e-05
605,6.052889347076416,1.5125000000000002e-05
606,5.799777030944824,1.515e-05
607,5.9828290939331055,1.5175000000000001e-05
608,5.954705238342285,1.52e-05
609,5.855120658874512,1.5225e-05
610,5.86544942855835,1.5250000000000001e-05
611,5.9765825271606445,1.5275000000000002e-05
612,5.917943954467773,1.5300000000000003e-05
613,5.968264102935791,1.5325e-05
614,5.850214958190918,1.535e-05
615,5.877060890197754,1.5375e-05
616,5.876962661743164,1.54e-05
617,5.82534646987915,1.5425000000000002e-05
618,5.923343181610107,1.545e-05
619,5.804388046264648,1.5475e-05
620,5.9299139976501465,1.55e-05
621,5.845450401306152,1.5525e-05
622,5.883706092834473,1.5550000000000002e-05
623,5.9156599044799805,1.5575e-05
624,5.798425674438477,1.56e-05
625,5.917967796325684,1.5625e-05
626,5.758150577545166,1.565e-05
627,5.726319313049316,1.5675e-05
628,5.839259147644043,1.5700000000000002e-05
629,5.8134002685546875,1.5725e-05
630,5.858072280883789,1.575e-05
631,5.78360652923584,1.5775e-05
632,5.853697776794434,1.58e-05
633,5.773897171020508,1.5825000000000002e-05
634,5.80168342590332,1.585e-05
635,5.718255043029785,1.5875e-05
636,5.668675422668457,1.59e-05
637,5.723056316375732,1.5925e-05
638,5.731774806976318,1.595e-05
639,5.843179702758789,1.5975e-05
640,5.7930097579956055,1.6e-05
641,5.7866530418396,1.6025e-05
642,5.757120132446289,1.605e-05
643,5.743430137634277,1.6075e-05
644,5.798099517822266,1.61e-05
645,5.819791793823242,1.6125e-05
646,5.678030967712402,1.615e-05
647,5.568912982940674,1.6175000000000004e-05
648,5.707937240600586,1.62e-05
649,5.714908599853516,1.6225e-05
650,5.874000549316406,1.6250000000000002e-05
651,5.689489364624023,1.6275000000000003e-05
652,5.722932815551758,1.6300000000000003e-05
653,5.647941589355469,1.6325e-05
654,5.72508430480957,1.635e-05
655,5.662468910217285,1.6375e-05
656,5.632071495056152,1.6400000000000002e-05
657,5.741634845733643,1.6425000000000003e-05
658,5.6841020584106445,1.645e-05
659,5.699474334716797,1.6475e-05
660,5.708306312561035,1.65e-05
661,5.823911666870117,1.6525000000000002e-05
662,5.689213752746582,1.6550000000000002e-05
663,5.501499176025391,1.6575e-05
664,5.597746849060059,1.66e-05
665,5.763528347015381,1.6625e-05
666,5.589585304260254,1.665e-05
667,5.628543376922607,1.6675000000000002e-05
668,5.651281356811523,1.67e-05
669,5.556218147277832,1.6725e-05
670,5.456778526306152,1.675e-05
671,5.466947555541992,1.6775e-05
672,5.668538570404053,1.6800000000000002e-05
673,5.722153663635254,1.6825e-05
674,5.763078212738037,1.685e-05
675,5.608393669128418,1.6875e-05
676,5.575316429138184,1.69e-05
677,5.662341117858887,1.6925e-05
678,5.541211128234863,1.695e-05
679,5.550719738006592,1.6975e-05
680,5.551413536071777,1.7e-05
681,5.6901750564575195,1.7025e-05
682,5.703713893890381,1.7049999999999998e-05
683,5.471670150756836,1.7074999999999998e-05
684,5.708312034606934,1.7100000000000002e-05
685,5.414794921875,1.7125000000000003e-05
686,5.610929489135742,1.7150000000000004e-05
687,5.4137725830078125,1.7175e-05
688,5.627147197723389,1.72e-05
689,5.483072757720947,1.7225000000000002e-05
690,5.601336479187012,1.7250000000000003e-05
691,5.5906829833984375,1.7275000000000003e-05
692,5.618384838104248,1.73e-05
693,5.557291507720947,1.7325e-05
694,5.505046844482422,1.735e-05
695,5.587606906890869,1.7375000000000002e-05
696,5.781874656677246,1.7400000000000003e-05
697,5.617011070251465,1.7425e-05
698,5.688405513763428,1.745e-05
699,5.461654186248779,1.7475e-05
700,5.541313171386719,1.7500000000000002e-05
701,5.600491523742676,1.7525000000000002e-05
702,5.422527313232422,1.755e-05
703,5.604584217071533,1.7575e-05
704,5.581541061401367,1.76e-05
705,5.544236183166504,1.7625e-05
706,5.4243998527526855,1.7650000000000002e-05
707,5.49879264831543,1.7675e-05
708,5.414791584014893,1.77e-05
709,5.416258811950684,1.7725e-05
710,5.396502494812012,1.775e-05
711,5.498295307159424,1.7775e-05
712,5.4360151290893555,1.78e-05
713,5.71291446685791,1.7825e-05
714,5.70343542098999,1.785e-05
715,5.485233306884766,1.7875e-05
716,5.517538547515869,1.7899999999999998e-05
717,5.381504058837891,1.7925e-05
718,5.441336631774902,1.795e-05
719,5.503434181213379,1.7975e-05
720,5.345679759979248,1.8e-05
721,5.442025184631348,1.8024999999999998e-05
722,5.421566963195801,1.805e-05
723,5.49470329284668,1.8075000000000002e-05
724,5.563179016113281,1.8100000000000003e-05
725,5.408303260803223,1.8125000000000003e-05
726,5.281352996826172,1.815e-05
727,5.651358604431152,1.8175e-05
728,5.286684989929199,1.8200000000000002e-05
729,5.38249397277832,1.8225000000000003e-05
730,5.583756923675537,1.8250000000000003e-05
731,5.4689435958862305,1.8275e-05
732,5.37192440032959,1.83e-05
733,5.475118637084961,1.8325e-05
734,5.463713645935059,1.8350000000000002e-05
735,5.489171981811523,1.8375000000000003e-05
736,5.42327880859375,1.84e-05
737,5.464510917663574,1.8425e-05
738,5.435098648071289,1.845e-05
739,5.356832027435303,1.8475000000000002e-05
740,5.432276725769043,1.8500000000000002e-05
741,5.38895320892334,1.8525e-05
